Locus	GCF_001999065	GCF_002214105	GCF_016775745	GCF_018735785	GCF_002214005	GCF_014843335	GCF_003999665	GCF_003390475	GCF_014304775	GCF_001483405	GCF_002213965	GCF_001483425	GCF_018968745	GCF_010442835	GCF_002043045	GCF_001027125	GCF_018336735	GCF_013122235	GCF_002848485	GCF_004771195	GCF_000307065	GCF_002105635	GCF_009730635	GCF_000513595	GCF_000306985	GCF_900231485	GCF_000568475	GCF_013177375	GCF_018336775	GCF_018336655	GCF_002213785	GCF_001047715	GCF_000306905	GCF_900637785	GCF_000307005	GCF_001596775	GCF_001454925	GCF_013177415	GCF_001027065	GCF_000307045	GCF_002213985	GCF_001551855	GCF_000026705	GCF_015583955	GCF_001548635	GCF_002848505	GCF_001454865	GCF_001005985	GCF_008807975	GCF_001188655	GCF_900637775	GCF_018966805	GCF_001998985	GCF_018336755	GCF_002213565	GCF_008807875	GCF_002213585	GCF_003043895	GCF_001952755	GCF_001027085	GCF_008807935	GCF_014983945	GCF_002213765	GCF_018336695	GCF_004101665	GCF_003031955	GCF_002843525	GCF_900275645	GCF_000438645	GCF_003144075	GCF_000258905	GCF_014304695	GCF_018336715	GCF_006364035	GCF_000168595	GCF_002285835	GCF_001889645	GCF_009648595	GCF_002213885	GCF_003812545	GCF_018604305	GCF_018604265	GCF_002831485	GCF_001454845	GCF_004763665	GCF_002213645	GCF_018336675	GCF_003433415	GCF_002116675	GCF_003409075	GCF_001454885	GCF_000195395	GCF_000438725	GCF_018336635	GCF_016802645	GCF_000577745	GCF_001999105	GCF_001999025	GCF_009664755	GCF_000746625	GCF_014843315	GCF_016728025	GCF_000513635	GCF_002214085	GCF_000582845	GCF_002214065	GCF_016775765	GCF_001998945	GCF_002213685	GCF_013389395	GCF_905219375	GCF_000950775	GCF_001548585	GCF_016767835	GCF_002213545	GCF_009648655	GCF_900187225	GCF_018604205	GCF_003032055	GCF_016757715	GCF_002105675	GCF_000438745	GCF_905219385	GCF_002213945	GCF_000307615	GCF_003900515	GCF_001513695	GCF_003030405	GCF_009866905	GCF_002213865	GCF_014987905	GCF_002213805	GCF_009648695	GCF_002214125	GCF_004771175	GCF_002213505	GCF_002557815	GCF_004142705	GCF_018966765	GCF_001188045	GCF_001999005	GCF_008807955	GCF_003031935	GCF_002101275	GCF_001913195	GCF_001999165	GCF_014843295	GCF_016775725	GCF_001999085	GCF_018604325	GCF_002220325	GCF_002105615	GCF_002105715	GCF_009648635	GCF_000513675	GCF_002105655	GCF_002213845	GCF_000613085	GCF_000513695	GCF_001889585	GCF_000022925	GCF_000513615	GCF_000195435	GCF_002214145	GCF_000438625	GCF_000209755	GCF_014304675	GCF_000568935	GCF_000808055	GCF_000168635	GCF_019332005	GCF_000318055	GCF_001999145	GCF_001027245	GCF_900231475	GCF_002848425	GCF_009664735	GCF_000093125	GCF_000307085	GCF_001027165	GCF_018336795	GCF_002213605	GCF_003722375	GCF_018735945	GCF_000438685	GCF_000438705	GCF_002213705	GCF_015689035	GCF_001644625	GCF_001998915	GCF_001027205	GCF_018310555	GCF_018106265	GCF_014983645	GCF_002285655	GCF_002848465	GCF_013177395	GCF_014334275	GCF_002105695	GCF_008807915	GCF_018736025	GCF_000681515	GCF_002214045	GCF_000021185	GCF_014843275	GCF_009866885	GCF_000197755	GCF_000513655	GCF_001952795	GCF_009664775	GCF_000168575	GCF_002213745	GCF_002208215	GCF_009730615	GCF_000438585	GCF_018604185	GCF_002557735	GCF_008807895	GCF_000438665	GCF_000168695	GCF_018604285	GCF_013137935	GCF_000218305	GCF_003032075	GCF_001999125	GCF_003030165	GCF_002025165	GCF_000438605	GCF_000800335	GCF_014983505	GCF_002213905	GCF_003031975	GCF_002969195	GCF_002213825	GCF_006364655	GCF_018604245	GCF_001908335	GCF_001483445	GCF_002213665	GCF_001188025	GCF_000008285	GCF_000196035	GCF_018604225	GCF_009648675	GCF_009648615	GCF_002213925	GCF_018672415	GCF_000600015	GCF_001999045	GCF_000210815	GCF_002213625	GCF_003812565	GCF_003031915	GCF_001952735	GCF_010443035	GCF_002213725	GCF_004768685	GCF_003031895	GCF_902385845	GCF_001952775	GCF_001005925	B33116
lmo2088	3	8	3	9	3	9	1	2	1	1	9	5	109	1	9	6	1	22	1	1	7	15	1	5	5	3	1	9	2	5	1	3	8	1	1	1	2	9	12	1	3	1	3	5	8	1	7	1	107	4	1	30	31	2	5	45	5	1	5	1	8	5	1	1	9	1	1	10	6	1	3	1	3	3	1	8	2	3	3	1	5	5	1	3	1	5	5	3	1	150	7	2	9	5	9	13	8	5	5	5	82	6	5	8	1	3	3	8	5	1	9	3	8	2	5	3	1	5	2	16	1	9	9	3	3	1	5	2	2	6	5	1	8	1	2	9	1	3	3	8	1	9	1	8	5	9	1	5	5	5	2	1	23	3	5	5	6	5	5	2	5	3	9	1	8	4	1	3	9	1	16	10	8	1	1	1	1	5	3	8	1	5	10	5	3	9	5	26	1	1	1	1	3	9	8	1	9	9	6	107	3	9	5	4	3	427	3	5	5	1	1	1	8	1	3	9	1	15	3	1	1	9	4	1	15	13	2	1	3	2	5	1	1	1	2	5	8	5	5	9	3	1	13	3	3	3	12	10	2	1	5	50	2	5	4	5	1	2	8	5	8	3
lmo2089	4	12	4	4	7	4	11	2	3	84	4	234	127	3	4	17	3	4	1	21	10	26	20	6	15	4	3	13	2	15	1	4	4	3	1	3	2	13	15	3	7	3	4	6	12	1	10	1	569	5	3	100	13	2	6	76	6	1	6	3	12	6	1	3	13	21	1	4	9	3	4	3	7	4	11	12	2	4	4	86	252	234	1	7	3	6	252	4	20	4	10	2	13	252	4	23	12	6	15	6	119	17	6	12	3	7	4	12	6	1	13	4	12	24	6	4	3	234	2	27	65	13	13	4	7	3	6	2	2	9	6	1	12	3	24	4	1	8	4	12	14	4	21	24	6	13	3	15	54	15	24	11	195	4	6	18	9	6	6	2	6	7	13	3	12	5	3	7	13	14	27	4	12	3	20	1	11	6	4	12	3	6	4	18	8	13	6	187	1	1	3	1	4	13	12	1	13	13	17	569	4	13	6	5	8	1	8	6	6	1	1	1	12	20	8	13	1	26	7	3	21	13	5	1	26	23	2	11	4	2	6	3	1	1	2	15	12	6	6	13	4	1	23	4	4	4	15	4	2	1	6	75	2	6	5	6	15	2	12	6	12	4
lmo2090	7	12	7	20	7	20	11	2	3	90	59	17	150	3	20	16	3	20	1	19	10	29	16	6	6	4	3	356	2	6	1	4	356	3	1	3	2	356	18	3	7	3	4	6	12	1	10	21	185	5	3	203	63	2	6	82	6	1	6	3	67	6	1	3	356	19	1	7	9	3	4	3	7	20	11	12	2	4	7	96	6	17	1	7	3	6	6	20	142	7	10	2	356	6	0	14	12	6	6	6	140	16	6	12	3	7	7	12	6	1	356	4	12	24	6	4	3	17	2	31	6	356	356	7	7	3	6	2	2	9	6	21	12	0	24	59	1	8	4	28	14	685	19	38	6	356	3	6	60	6	24	11	47	4	6	17	9	6	6	2	6	7	356	0	12	5	3	7	356	14	31	7	12	3	16	1	11	6	4	12	3	6	7	17	8	356	6	223	1	21	3	1	7	356	12	1	356	356	16	185	7	356	6	5	8	1	8	6	6	1	1	1	12	16	8	356	1	17	7	3	19	356	5	1	29	14	2	11	7	2	6	3	1	21	2	6	12	6	6	356	7	1	14	4	4	7	18	7	2	1	6	10	2	6	5	6	6	2	12	6	12	20
lmo2091	7	465	7	58	7	29	10	2	3	94	4	1	184	3	29	15	3	163	1	20	9	31	19	6	6	4	3	465	2	26	1	4	13	3	1	3	2	465	17	3	7	3	4	6	465	1	9	22	786	5	3	221	4	2	6	85	6	1	6	3	71	6	1	3	465	20	1	390	8	3	4	3	7	7	10	465	2	4	7	76	6	1	1	7	3	6	6	7	470	7	9	2	465	6	29	25	465	6	26	6	146	15	6	465	3	7	7	465	6	1	465	4	465	27	6	4	3	1	2	31	75	465	465	7	7	3	6	2	2	8	6	22	465	3	27	4	1	4	4	21	12	58	20	465	6	379	3	6	26	26	27	10	16	4	6	1	8	6	6	2	6	7	465	3	465	5	3	7	465	12	31	7	465	3	19	1	10	6	4	465	3	6	390	1	4	465	6	240	1	22	3	1	7	465	465	1	465	465	15	786	7	465	6	5	4	1	4	6	6	1	1	1	465	19	4	465	1	1	7	3	20	465	5	1	31	25	2	10	7	2	6	3	1	22	2	26	465	6	6	465	7	1	25	4	4	7	17	7	2	1	6	9	2	6	5	6	16	2	465	6	465	7
lmo2092	7	12	7	58	7	29	11	2	1	1	42	1	163	1	29	1	1	42	1	1	10	18	21	5	9	6	1	13	2	25	1	42	15	1	1	1	2	13	64	1	7	1	6	5	12	1	10	21	663	4	1	196	42	2	5	85	5	1	5	1	689	5	1	1	13	1	1	7	9	1	3	1	7	7	11	12	2	42	7	77	5	1	1	7	1	5	5	7	393	7	10	2	13	5	29	24	12	5	25	5	0	1	5	12	1	7	7	12	5	1	13	6	145	40	5	42	1	1	2	18	76	13	13	7	7	1	5	2	2	9	5	21	12	1	40	42	1	8	6	28	14	58	1	39	5	13	1	9	21	25	40	11	1	42	5	1	9	5	5	2	5	7	13	1	12	4	1	7	13	14	18	7	12	1	21	1	11	5	6	12	1	5	7	1	8	13	5	214	1	21	1	479	7	13	12	1	13	13	1	663	7	13	5	4	8	1	8	5	5	1	1	1	12	21	8	13	1	49	7	1	1	13	4	1	18	24	2	11	7	2	5	37	0	21	2	25	12	5	5	13	7	1	24	42	42	7	18	7	2	1	5	10	2	5	4	5	17	2	12	5	12	7
lmo2093	2	2	2	3	2	3	7	2	1	1	3	1	22	1	3	6	1	3	1	6	4	10	1	5	6	3	1	3	2	6	1	3	2	1	1	1	2	3	7	1	2	1	3	5	2	1	4	1	4	4	1	32	3	2	5	4	5	1	5	1	3	5	1	1	3	6	1	2	6	1	3	1	2	2	7	2	2	3	2	7	5	1	1	2	1	5	5	2	30	2	4	2	3	5	3	6	2	5	6	5	21	6	5	2	1	2	2	2	5	1	3	3	2	3	5	3	1	1	2	6	5	3	3	2	2	1	5	2	2	6	5	1	2	1	3	3	1	2	3	3	1	3	6	3	5	3	1	6	1	6	3	7	1	3	5	1	6	5	5	2	5	2	3	1	2	4	1	2	3	1	6	2	2	1	1	1	7	5	3	2	1	5	2	1	2	3	5	4	1	1	1	1	2	3	2	1	3	3	6	4	2	3	5	4	2	1	2	5	5	1	1	1	2	1	2	3	1	1	2	1	6	3	4	1	10	6	2	7	2	2	5	6	1	1	2	6	2	5	5	3	2	1	6	3	3	2	7	2	2	1	5	4	2	5	4	5	1	2	2	5	2	2
lmo2094	2	7	2	3	6	7	5	2	1	1	3	1	53	1	7	5	1	3	1	5	8	5	5	5	5	3	1	9	2	14	1	3	10	1	1	1	2	9	12	1	6	1	3	5	7	1	8	5	103	4	1	97	3	2	5	42	5	1	5	1	10	5	1	1	13	5	1	2	5	1	3	1	2	2	5	7	2	3	2	5	5	1	1	2	1	5	5	2	218	2	8	2	9	5	7	5	7	5	14	5	80	5	5	7	1	6	2	7	5	1	13	3	7	7	5	3	1	1	2	5	36	9	13	2	2	1	5	2	2	5	5	5	7	1	7	3	1	7	3	10	5	3	5	7	5	13	1	5	29	14	7	15	1	3	5	1	5	5	5	2	5	6	9	1	7	4	1	2	13	5	5	2	7	31	5	1	5	5	3	7	1	5	2	1	7	9	5	131	1	5	1	1	2	13	7	1	9	13	19	103	2	13	5	4	7	1	7	5	5	1	1	1	7	5	7	13	1	1	6	1	5	13	4	1	5	5	2	5	2	2	5	5	1	5	2	14	7	5	5	13	2	1	5	3	3	2	12	2	2	1	5	8	2	5	4	5	5	2	7	5	7	2
lmo2095	6	7	6	10	6	10	1	2	1	1	10	1	120	1	10	13	1	10	1	16	8	1	1	5	11	6	1	7	2	19	1	10	10	1	1	1	2	7	1	1	6	1	6	5	7	1	8	14	507	4	1	143	10	2	5	150	5	1	5	1	2	5	1	1	7	16	1	6	1	1	3	1	6	6	1	7	2	10	6	14	5	1	1	6	1	5	5	6	299	6	8	2	7	5	10	9	7	5	19	5	91	13	5	7	1	6	6	7	5	1	7	6	7	2	5	10	1	1	2	25	16	7	7	6	6	1	5	2	2	1	5	14	7	1	2	10	1	7	6	2	9	10	16	2	5	7	1	11	36	19	2	1	166	10	5	1	1	5	5	2	5	6	7	1	7	4	1	6	7	9	25	6	7	1	1	1	1	5	6	7	1	5	6	1	7	7	5	8	1	14	1	1	6	7	7	1	7	7	13	507	6	7	5	4	7	1	7	5	5	1	1	1	7	1	7	7	1	1	6	1	16	7	4	1	0	219	2	1	6	2	5	24	1	14	2	19	7	5	5	7	6	1	9	10	10	6	14	6	2	1	5	8	2	5	4	5	1	2	7	5	7	6
lmo2096	2	2	2	5	2	5	8	2	1	72	21	1	145	1	5	4	1	5	1	17	7	8	16	4	10	2	1	2	15	20	1	5	2	1	1	1	2	2	48	1	2	1	2	4	2	1	7	1	582	3	1	171	5	15	4	67	4	1	4	1	21	4	1	1	2	17	1	2	6	1	2	1	2	2	8	2	2	5	2	4	4	1	1	2	1	4	4	2	364	2	7	2	2	4	5	19	2	4	20	4	114	4	4	2	1	2	2	2	4	1	2	2	2	2	4	5	1	1	2	12	8	2	2	2	2	1	4	2	2	6	4	1	2	1	2	21	1	5	2	21	22	5	17	5	4	2	1	10	46	20	2	8	19	5	4	1	6	4	4	2	4	2	2	1	2	3	1	2	2	9	12	2	2	1	16	1	8	4	2	2	1	4	2	1	5	2	4	185	1	0	1	1	2	2	2	1	2	2	4	582	2	2	4	3	5	1	5	4	4	1	1	1	2	16	5	2	1	1	2	1	17	2	3	1	0	19	2	8	2	15	4	8	1	1	2	20	2	4	4	2	2	1	19	5	5	2	12	2	0	1	4	84	2	4	3	4	8	2	2	4	2	2
lmo2097	2	2	2	2	2	6	5	2	8	5	2	1	12	8	6	5	8	2	1	1	7	5	10	5	5	2	1	2	2	5	1	2	6	1	1	8	2	2	20	1	2	8	2	5	2	1	7	1	48	4	1	4	2	2	5	15	5	1	5	1	6	5	1	1	2	1	1	2	5	8	3	8	2	2	5	2	2	2	2	5	5	1	1	2	8	5	5	2	42	2	7	2	2	5	6	1	2	5	5	5	40	5	5	2	1	2	2	2	5	1	2	2	2	6	5	2	1	1	2	5	5	2	2	2	2	1	5	2	2	5	5	1	2	1	6	2	1	6	2	6	5	2	1	2	5	2	1	5	5	5	6	5	5	2	5	1	5	5	5	2	5	2	2	1	2	4	8	2	2	5	5	2	2	1	10	1	5	5	2	2	8	5	2	1	6	2	5	15	1	1	8	1	2	2	2	1	2	2	5	48	2	2	5	4	6	1	6	5	5	1	1	1	2	10	6	2	1	1	2	8	1	2	4	1	5	1	2	5	2	2	5	5	1	1	2	5	2	5	5	2	2	1	1	2	2	2	5	2	2	1	5	4	2	5	4	5	5	2	2	5	2	2
lmo2098	2	2	2	6	2	2	1	2	1	1	2	1	19	1	2	1	1	6	1	1	5	1	10	1	1	2	1	2	2	11	1	6	6	1	1	1	2	2	1	1	2	1	2	1	2	1	5	1	19	3	1	5	6	2	1	32	1	1	1	1	2	1	1	1	2	1	1	2	4	1	2	1	2	2	1	9	2	6	2	11	1	1	1	2	1	1	1	2	128	2	5	2	2	1	2	1	2	1	11	1	7	1	1	2	1	2	2	9	1	1	2	2	9	12	1	6	1	1	2	15	1	2	2	2	2	1	1	2	2	4	1	1	2	1	12	2	1	2	2	2	1	6	1	6	1	2	1	1	1	11	12	1	1	6	1	1	4	1	1	2	1	2	2	1	2	3	1	2	2	1	15	2	9	1	10	1	1	1	2	2	1	1	2	1	2	2	1	70	1	1	1	1	2	2	9	1	2	2	1	19	2	2	1	3	2	1	2	1	1	1	1	1	9	10	2	2	1	1	2	1	1	2	3	1	1	1	2	1	2	2	1	1	1	1	2	11	2	1	1	2	2	1	1	6	6	2	1	2	2	1	1	38	2	1	3	1	1	2	2	1	2	2
lmo2099	6	11	6	42	6	31	10	2	1	48	3	1	186	1	31	1	1	29	1	22	9	32	21	5	15	3	1	921	2	25	1	29	14	1	1	1	2	12	18	1	6	1	3	5	11	1	9	1	835	4	1	64	29	2	5	880	5	54	5	1	30	5	1	1	12	22	1	6	8	1	3	1	6	6	10	11	2	29	6	100	5	1	54	6	1	5	5	6	500	6	9	2	12	5	31	28	11	5	25	5	144	1	5	11	1	6	6	11	5	1	12	3	11	3	5	29	19	1	2	33	46	12	12	6	6	1	5	2	2	8	5	1	11	1	3	3	1	7	3	30	13	42	22	11	5	12	1	15	48	25	3	10	259	29	5	1	8	5	5	2	5	6	12	1	11	4	1	6	12	13	33	6	11	1	21	1	10	5	3	11	1	5	6	1	7	12	5	249	1	1	1	1	6	12	11	1	12	12	1	835	6	12	5	4	7	1	7	5	5	1	1	1	11	21	7	12	54	20	6	1	22	920	4	1	32	28	2	10	6	2	5	1	1	1	2	25	11	5	5	12	6	1	28	29	29	6	18	6	2	1	5	170	2	5	4	5	17	2	11	5	11	6
lmo2101	2	11	2	35	2	2	9	2	3	70	19	17	178	3	2	15	3	2	10	12	8	27	331	5	9	2	3	2	2	12	10	2	13	3	10	3	2	2	18	3	2	3	2	5	11	10	8	3	539	4	3	86	19	2	5	62	5	10	5	3	26	5	10	3	2	12	10	2	7	3	2	3	2	2	9	11	2	2	2	55	5	17	10	2	3	5	5	2	329	2	8	2	2	5	2	12	11	5	12	5	106	15	5	11	3	2	2	11	5	1	2	2	11	24	5	2	3	17	2	16	9	2	2	2	2	3	5	2	2	7	5	3	11	3	24	19	10	6	2	26	12	35	12	2	5	2	3	9	9	12	24	9	188	2	5	17	7	5	5	2	5	2	2	3	11	4	3	2	2	12	16	2	11	3	22	10	9	5	2	11	3	5	2	17	6	2	5	74	1	3	3	10	2	2	11	10	2	2	15	539	2	2	5	4	6	1	6	5	5	10	10	10	11	331	6	2	10	16	2	3	229	2	4	10	27	12	2	9	2	2	5	15	10	3	2	12	11	5	5	2	2	1	12	2	2	2	18	2	2	10	5	80	2	5	4	5	16	2	11	5	11	2
lmo2103	20	4	10	10	10	26	9	2	3	1	10	1	192	3	26	9	3	4	1	19	8	27	18	6	12	4	3	4	2	23	1	4	4	3	1	3	2	4	15	3	10	3	4	6	4	1	8	21	589	5	3	96	4	2	6	72	6	1	6	3	25	6	1	3	4	19	1	10	7	3	4	3	10	10	9	4	2	4	20	21	6	1	1	10	81	6	6	10	0	10	8	2	4	6	26	11	4	6	23	6	122	9	6	4	3	10	10	4	6	1	4	4	4	4	6	4	3	1	2	7	3	4	4	20	10	3	6	2	2	7	6	21	4	3	4	10	1	4	4	25	11	10	19	4	6	4	3	12	1	23	4	9	11	4	6	1	7	6	6	2	6	10	4	3	4	5	3	10	4	11	7	10	4	3	18	1	9	6	4	4	3	6	10	1	4	4	6	196	1	21	81	1	20	4	4	1	649	4	9	589	10	4	6	5	4	1	4	6	6	1	1	1	4	18	4	4	1	7	0	3	19	4	5	1	27	11	2	9	10	2	6	3	1	21	2	23	4	6	6	4	10	1	11	4	4	20	15	10	2	1	6	137	2	6	5	6	14	2	4	6	4	10
lmo2104	2	2	2	2	2	2	8	2	3	14	2	1	7	3	2	6	3	2	1	2	7	11	11	5	1	2	3	9	2	12	1	2	2	3	1	0	2	9	1	3	2	0	2	5	2	1	7	11	7	4	3	36	2	2	5	19	5	1	5	3	2	5	1	3	9	2	1	2	6	0	2	3	2	2	8	2	2	2	2	11	5	1	1	2	3	5	5	2	85	2	7	2	9	5	2	2	2	5	12	5	10	6	5	2	3	2	2	2	5	1	9	2	2	2	5	2	3	1	2	6	2	9	9	2	2	3	5	2	2	6	5	11	2	3	2	2	1	2	2	2	2	2	2	2	5	9	3	1	1	12	2	8	2	2	5	1	6	5	5	2	5	2	9	3	2	4	3	2	9	2	6	2	2	3	11	1	8	5	2	2	3	5	2	1	2	9	5	23	1	11	3	1	2	9	2	1	9	9	6	7	2	9	5	4	2	1	2	5	5	1	1	1	2	11	2	9	1	6	2	3	2	9	4	1	11	2	2	8	2	2	5	2	1	11	2	12	2	5	5	9	2	1	2	2	2	2	1	2	2	1	5	7	2	5	4	5	1	2	2	5	2	2
lmo2111	7	11	7	49	7	11	9	2	3	9	4	6	182	3	11	17	3	12	35	20	10	32	19	6	15	4	3	12	2	25	1	12	14	3	1	3	2	12	6	3	7	3	4	6	11	1	10	21	5	5	3	54	4	2	6	70	6	35	6	0	11	6	1	3	12	51	35	7	9	3	4	3	7	7	9	11	2	12	7	21	6	6	35	7	3	6	6	7	0	7	10	2	12	6	11	23	11	6	25	6	114	17	6	11	3	7	7	11	6	1	12	4	11	11	6	12	3	6	2	9	62	12	12	7	7	3	6	2	2	9	6	21	11	3	11	4	35	8	4	11	13	49	20	34	6	12	3	15	9	25	11	9	39	12	6	6	9	6	6	2	6	7	12	3	11	5	3	7	12	13	9	7	11	3	19	1	9	6	4	11	3	6	7	6	8	12	6	185	1	21	3	1	7	12	11	35	12	12	17	5	7	12	6	5	8	1	8	6	6	1	1	1	11	19	8	12	35	9	7	3	20	12	5	1	32	23	2	9	7	2	6	3	1	21	2	25	11	6	6	12	7	1	23	12	12	7	6	7	2	1	6	10	2	6	5	6	13	2	11	6	11	7
lmo2112	2	2	2	2	2	10	6	2	1	6	2	4	3	1	10	1	1	2	1	1	5	4	8	4	4	2	1	2	2	9	1	2	2	1	1	1	2	2	4	1	2	1	2	4	2	1	5	4	3	3	1	3	2	2	4	23	4	1	4	1	2	4	1	1	2	18	1	2	4	1	2	1	2	2	6	2	2	2	2	4	4	4	1	2	1	4	4	2	0	2	5	2	2	4	10	4	2	4	9	4	22	1	4	2	1	2	2	2	4	1	2	2	2	2	4	2	1	4	2	6	4	2	2	2	2	1	4	2	2	4	4	4	2	1	2	2	1	2	2	2	4	2	1	2	4	2	1	4	6	9	2	6	11	2	4	4	4	4	4	2	4	2	2	1	2	3	1	2	2	4	6	2	2	1	8	1	6	4	2	2	1	4	2	4	2	2	4	24	1	4	1	1	2	2	2	1	2	2	1	3	2	2	4	3	2	1	2	4	4	1	1	1	2	8	2	2	1	6	2	1	1	2	3	1	4	4	2	6	2	2	4	1	1	4	2	9	2	4	4	2	2	1	4	2	2	2	4	2	2	1	4	5	2	4	3	4	1	2	2	4	2	2
lmo2113	7	11	7	2	7	11	10	2	1	96	6	5	152	1	11	1	1	13	1	19	9	1	18	5	14	6	1	2	2	21	1	13	13	1	1	1	2	2	5	1	7	1	6	5	11	1	9	14	170	4	1	41	7	2	5	54	5	1	5	1	42	5	1	1	2	39	1	7	1	1	3	1	7	7	10	11	2	13	7	1	5	5	1	7	1	5	5	7	0	7	9	2	2	5	11	1	11	5	21	5	94	1	5	11	1	7	7	11	5	1	2	6	11	11	5	13	1	5	2	17	1	2	2	7	7	1	5	2	2	1	5	14	11	1	11	6	1	8	6	11	12	2	19	2	5	2	1	14	17	21	11	10	1	13	5	5	1	5	5	2	5	7	2	1	11	4	1	7	2	12	17	7	11	1	18	1	10	5	6	11	1	5	7	5	8	2	5	156	1	14	1	1	7	2	11	1	2	2	1	170	7	2	5	4	8	1	8	5	5	1	1	1	11	18	8	2	1	17	7	1	19	2	4	1	1	1	2	10	7	2	5	1	1	14	2	21	11	5	5	2	7	1	1	13	13	7	5	7	2	1	5	9	2	5	4	5	1	2	11	5	11	7
lmo2118	2	9	2	6	2	6	5	2	3	99	2	5	165	3	6	13	3	2	1	5	8	18	14	5	11	2	3	10	2	16	1	25	9	3	1	3	2	10	5	3	2	3	2	5	9	1	8	14	495	4	3	33	2	2	5	53	5	1	5	3	9	5	1	3	10	5	1	2	7	3	2	3	2	2	5	9	2	25	2	3	5	5	1	2	3	5	5	2	0	2	8	2	10	5	6	15	9	5	16	5	94	13	5	9	3	2	2	9	5	1	10	2	9	9	5	25	3	5	2	20	45	10	10	2	2	3	5	2	2	7	5	14	9	3	9	2	1	6	2	9	5	6	5	26	5	10	3	11	38	16	9	5	174	25	5	5	7	5	5	2	5	2	10	3	9	4	3	2	10	5	20	2	9	3	14	1	5	5	2	9	3	5	2	5	6	10	5	138	1	14	3	127	2	10	9	1	10	10	13	495	2	10	5	4	6	1	6	5	5	1	1	1	9	14	6	10	1	7	2	3	5	10	4	1	18	15	2	5	2	2	5	24	1	14	2	16	9	5	5	10	2	1	15	25	25	2	5	2	2	1	5	8	2	5	4	5	14	2	9	5	9	2
lmo2119	7	2	7	7	7	2	6	2	3	9	4	15	170	3	2	14	3	7	1	109	10	15	9	6	1	4	3	11	2	1	1	30	12	3	1	3	2	11	40	3	7	3	4	6	2	1	10	21	530	5	3	157	4	2	6	56	6	1	6	3	20	6	1	3	11	19	1	7	9	3	4	3	7	7	6	2	2	30	7	48	6	15	1	7	3	6	6	7	0	7	10	2	11	6	2	19	2	6	1	6	99	14	6	2	3	7	7	2	6	1	11	4	2	2	6	54	3	15	2	6	47	11	11	7	7	3	6	2	2	9	6	21	2	3	2	4	1	2	4	23	6	7	19	23	6	11	3	1	1	1	2	6	1	30	6	15	9	6	6	2	6	7	11	3	2	5	3	7	11	6	6	7	2	3	9	1	6	6	4	2	3	6	7	15	2	11	6	171	1	21	3	1	7	11	2	1	11	11	14	530	7	11	6	5	2	1	8	6	6	1	1	1	240	9	2	11	1	9	7	3	19	11	5	1	15	19	2	6	7	2	6	28	185	21	2	1	2	6	6	11	7	1	19	30	30	7	6	7	2	1	6	10	2	6	5	6	9	2	2	6	2	7
lmo2120	2	2	2	19	2	2	3	2	3	3	2	1	4	3	2	6	3	2	1	1	4	1	3	3	3	2	3	2	2	8	1	2	2	3	1	3	2	2	3	3	2	3	2	3	2	1	4	1	4	4	3	4	2	2	3	15	3	1	3	3	2	3	1	3	2	1	1	2	3	3	2	3	2	2	3	2	2	2	2	1	3	1	1	2	3	3	3	2	174	2	4	2	2	3	2	1	2	3	8	3	5	6	3	2	3	2	2	2	3	1	2	2	2	2	3	2	3	1	2	10	25	2	2	2	2	3	3	2	2	3	3	1	2	3	2	2	1	2	2	2	3	19	1	2	3	2	3	3	3	8	2	3	3	2	3	1	3	3	3	2	3	2	2	3	2	4	3	2	2	3	10	2	2	3	3	1	3	3	2	2	3	3	2	1	2	2	3	4	1	1	3	1	2	2	2	1	2	2	6	4	2	2	3	4	2	1	2	3	3	1	1	1	2	3	2	2	1	3	2	3	1	2	4	1	1	96	2	3	2	2	3	12	1	1	2	8	2	3	3	2	2	1	1	2	2	2	3	2	2	1	3	4	2	3	4	3	3	2	2	3	2	2
lmo2122	7	12	7	4	7	26	11	2	3	11	46	6	141	3	26	15	3	7	1	19	10	21	18	6	6	4	3	4	2	23	1	2	13	3	1	3	2	4	17	3	7	3	4	6	12	1	10	21	64	5	3	165	4	2	6	62	6	1	6	3	4	6	1	3	4	19	1	7	9	3	4	3	7	90	11	12	2	2	7	55	6	6	1	7	3	6	6	90	331	7	10	2	4	6	26	19	12	6	23	6	114	15	6	12	3	7	7	12	6	1	4	4	12	24	6	2	3	6	2	6	0	4	4	7	7	3	6	2	2	9	6	21	12	3	24	46	1	8	4	25	11	553	19	2	6	4	3	6	47	23	24	11	193	2	6	6	9	6	6	2	6	7	4	3	12	5	3	7	4	11	6	7	12	3	18	1	11	6	4	12	3	6	7	6	8	4	6	183	1	21	3	1	7	4	12	1	4	4	15	64	7	4	6	5	8	1	8	6	6	1	1	1	12	18	8	4	1	1	7	3	19	4	5	1	21	19	2	11	7	2	6	32	1	21	2	23	12	6	6	4	7	1	19	2	2	7	17	7	278	1	6	128	2	6	5	6	16	2	12	6	12	90
