Locus	GCF_020616775	GCF_018517125	B537	GCF_013344625	GCF_011193375	GCF_000550745	GCF_906464895	GCF_017280035	GCF_000007785	GCF_017639585	GCF_006494835	GCF_004332015	GCF_001689055	GCF_006766145	GCF_003345275	GCF_906464915	GCF_003030425	GCF_001989555	GCF_003966385	GCF_006494875	GCF_002163735	GCF_005158025	GCF_010103655	GCF_009498175	GCF_009662495	GCF_013344645	GCF_019222705	GCF_001598635	GCF_004332035	GCF_002355755	GCF_003812665	GCF_005979285	GCF_000317915	GCF_002208945	GCF_020616875	GCF_015377745	GCF_000172575	GCF_906464925	GCF_019774535	GCF_906464875	GCF_016743895	GCF_902379005	GCF_901553725	GCF_006364815	GCF_002289045	GCF_000281195	GCF_000391485	GCF_000742975	GCF_019856595	GCF_013344605	GCF_012594215	GCF_014844235	GCF_020616935	GCF_017280235	GCF_006349345	GCF_005484525	GCF_016812095	GCF_003966405	GCF_002814115	GCF_900636775	GCF_906464865	GCF_906464835	GCF_005979305	GCF_013344665	GCF_006494855	GCF_014489455	GCF_018986755	GCF_019195415	GCF_017357805
OG1RFRS08385	2	30	1	9	5	9	7	7	2	86	2	9	5	17	9	5	11	9	12	2	2	2	7	28	15	9	9	13	65	48	9	21	30	5	2	85	1	23	11	7	11	30	5	1	5	9	2	22	5	9	7	31	26	7	7	3	7	12	26	1	23	2	1	5	2	2	9	7	5
OG1RFRS08390	2	16	13	12	83	45	7	7	2	210	2	55	66	20	126	33	12	37	15	2	2	2	7	69	18	12	0	16	25	114	37	25	16	33	2	30	1	28	12	7	12	16	33	13	10	9	2	12	83	9	7	46	34	7	7	70	7	15	34	13	28	2	13	73	2	2	37	7	33
OG1RFRS08395	2	3	6	6	10	6	8	8	2	6	2	36	10	16	24	6	6	24	12	2	2	2	8	28	14	6	6	3	6	54	24	6	3	6	2	0	1	20	6	8	6	3	6	6	78	6	2	6	10	9	8	29	11	8	8	2	8	12	22	6	20	2	6	14	2	2	24	8	6
OG1RFRS08400	2	3	12	2	55	35	7	7	63	20	2	43	10	17	29	26	2	29	98	2	2	2	7	33	12	2	84	3	6	86	29	20	3	26	2	145	1	23	2	7	2	3	26	12	10	9	2	2	55	9	7	27	60	7	7	52	7	98	27	12	23	2	12	53	2	2	29	7	72
OG1RFRS08410	30	3	10	9	2	9	5	5	2	11	2	2	8	118	26	1	9	26	1	2	2	30	5	9	13	9	8	3	2	28	26	19	3	1	30	3	1	21	9	5	9	3	1	10	8	5	2	9	2	5	5	5	23	5	5	31	5	1	23	10	21	30	10	34	2	2	26	5	1
OG1RFRS08415	43	3	41	26	180	26	5	5	79	175	2	53	21	18	35	31	9	35	12	2	2	43	5	38	15	26	63	3	86	108	115	27	3	31	43	0	1	28	9	5	9	3	31	41	21	5	2	26	180	5	5	32	11	5	5	66	5	12	32	10	28	43	10	21	2	2	35	5	89
OG1RFRS08420	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	16	1	1	2	1	1	1	1	6	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	56	1	1	1	1	1
OG1RFRS08430	12	3	1	1	49	1	5	5	2	46	2	2	1	1	5	5	1	5	3	2	2	12	5	1	5	1	2	3	2	2	5	1	3	5	12	4	1	1	1	5	1	3	5	1	1	5	2	1	49	5	5	1	1	5	5	3	5	3	1	1	1	12	1	15	2	2	0	5	3
OG1RFRS08435	16	31	10	9	153	9	5	5	2	151	2	51	8	19	36	13	84	36	12	2	2	16	5	39	17	9	10	31	73	70	36	18	31	13	16	28	1	26	9	5	9	31	13	10	8	5	2	9	153	5	5	32	10	5	5	0	5	12	32	10	26	16	10	46	2	2	36	5	92
OG1RFRS08440	15	2	12	36	5	11	4	4	30	125	30	43	9	4	5	6	11	5	4	30	2	15	4	6	16	36	11	2	2	62	5	83	2	6	15	15	1	25	11	4	11	2	6	12	82	8	6	11	5	8	4	74	12	4	4	32	4	4	29	12	25	15	12	6	30	6	5	4	9
OG1RFRS08445	4	1	4	8	2	8	10	27	4	46	4	26	1	12	8	18	8	8	9	4	1	4	1	4	7	8	26	1	1	8	8	8	1	18	4	1	1	15	8	1	8	1	18	4	0	7	4	8	2	7	1	19	4	27	1	0	27	9	19	4	15	4	4	24	4	4	8	1	1
OG1RFRS08450	2	2	6	4	101	4	4	5	6	25	6	67	10	104	25	0	4	25	4	6	2	2	5	6	9	4	29	2	2	45	25	68	2	6	2	0	1	20	4	5	4	2	0	6	10	9	6	4	101	9	5	24	6	5	5	14	5	4	24	6	20	2	6	29	6	6	25	5	61
OG1RFRS08465	1	3	35	8	2	8	5	5	2	5	2	1	7	5	1	2	8	1	5	2	2	1	5	2	1	8	1	3	2	27	1	1	3	2	1	13	1	12	8	5	8	3	2	35	7	1	2	8	2	1	5	15	2	5	5	3	5	5	15	2	12	1	2	2	2	2	1	5	13
OG1RFRS08470	16	3	11	45	2	10	5	50	2	99	2	49	8	18	0	32	10	0	13	2	2	16	5	40	7	45	0	3	2	110	0	7	3	32	16	30	1	28	10	5	10	3	32	11	119	7	2	26	2	7	5	83	11	50	5	64	50	13	33	11	28	16	11	66	2	2	0	5	5
OG1RFRS08480	47	15	45	27	114	10	5	5	1	101	1	54	8	20	37	33	10	37	13	1	2	47	5	133	7	27	0	15	80	110	37	7	15	33	47	31	1	30	10	5	10	15	33	45	8	7	1	27	114	7	5	231	73	5	5	65	5	13	34	11	30	47	45	50	1	1	37	5	84
OG1RFRS08485	44	16	16	27	148	12	0	6	2	86	2	51	10	22	89	0	12	35	14	2	2	44	163	40	20	27	13	16	9	92	35	9	42	32	44	30	1	29	12	6	12	42	32	16	10	9	2	27	148	9	6	88	71	6	6	61	6	14	33	13	29	44	16	16	2	2	35	6	78
OG1RFRS08490	46	16	44	28	260	43	6	6	7	196	7	57	10	21	36	33	12	36	6	7	71	46	6	41	19	28	0	16	9	122	36	132	16	33	46	0	1	144	12	6	12	16	33	44	10	9	7	28	7	9	6	115	82	6	6	70	6	6	34	14	144	46	44	52	7	7	36	6	96
OG1RFRS08500	5	11	8	9	6	9	1	5	6	15	6	6	5	15	24	5	9	24	1	6	2	5	5	27	14	9	0	11	8	60	24	21	11	5	5	22	1	4	9	5	9	11	5	8	5	8	6	9	6	8	5	17	41	5	5	43	5	1	14	8	4	5	8	31	6	6	24	5	5
OG1RFRS08505	43	14	8	25	236	25	5	5	6	20	6	55	9	18	36	30	10	36	141	6	2	0	5	167	16	25	0	14	8	121	36	8	14	30	43	0	1	27	25	5	25	14	30	8	9	8	35	25	236	8	5	42	81	5	5	44	5	141	31	74	27	43	8	71	6	6	36	5	0
OG1RFRS08510	45	90	13	222	209	12	5	6	7	94	7	5	10	22	72	10	12	37	15	7	2	45	6	42	20	222	0	17	9	104	37	9	17	10	45	0	1	30	12	6	12	17	10	13	10	9	7	29	161	9	6	44	14	6	6	74	6	15	35	13	30	45	13	2	7	7	37	6	102
OG1RFRS08515	42	32	12	27	133	27	7	7	19	83	19	5	10	22	30	10	11	30	15	19	2	42	7	38	20	27	43	32	26	92	30	26	32	84	42	0	1	29	27	7	27	32	10	12	10	9	19	27	133	9	7	41	14	7	7	3	7	15	33	12	29	42	12	44	19	19	30	184	27
OG1RFRS08520	36	13	11	24	113	24	1	1	2	70	2	5	9	18	6	9	10	6	1	2	2	36	1	33	16	24	2	13	81	26	6	2	13	9	36	26	1	25	38	1	38	13	9	11	9	1	2	24	113	1	1	35	57	1	1	3	1	1	28	11	25	36	11	39	2	2	6	1	50
OG1RFRS08525	49	17	14	29	227	47	10	8	7	128	7	5	12	21	40	34	4	40	51	7	2	49	8	45	19	29	0	17	28	139	40	28	17	57	0	32	1	30	29	8	29	17	34	14	153	11	7	29	0	260	8	48	2	8	8	77	8	51	37	14	30	49	14	56	7	7	40	8	107
OG1RFRS08530	10	16	13	27	200	27	9	7	2	0	2	63	73	20	38	33	4	38	15	2	2	10	7	44	13	27	6	16	26	43	38	26	16	33	10	30	1	28	27	7	27	16	33	13	11	49	2	27	200	10	7	120	14	7	7	79	7	15	34	13	28	10	13	57	2	2	38	7	107
OG1RFRS08535	41	17	10	27	16	39	9	7	2	0	141	5	11	21	16	31	4	16	15	141	2	41	7	16	10	27	16	17	26	88	16	26	17	31	41	29	1	28	27	7	27	17	31	10	11	10	2	27	16	10	7	40	14	7	7	25	7	15	14	10	28	41	10	44	141	2	16	7	0
OG1RFRS08540	29	17	13	29	182	29	9	7	2	105	2	58	11	22	41	36	4	41	15	2	69	29	7	46	20	29	131	62	87	113	41	28	17	36	29	29	1	32	29	7	29	17	36	13	11	10	39	29	182	10	7	232	14	7	7	27	7	15	38	13	32	29	13	53	2	2	41	7	6
OG1RFRS08545	52	54	22	31	198	35	10	8	7	91	7	59	12	24	42	37	14	42	17	7	7	52	8	11	22	31	34	19	34	99	42	34	54	37	52	35	1	28	35	8	35	54	37	22	12	11	7	31	0	11	8	51	77	8	8	68	8	17	38	15	28	52	22	215	7	7	42	8	6
OG1RFRS08550	55	40	26	33	34	53	10	8	7	127	7	68	12	119	155	38	15	44	18	7	86	55	8	181	23	33	0	40	105	140	44	39	40	38	55	36	1	35	50	8	50	40	38	26	12	11	7	33	34	11	8	129	96	8	8	46	8	18	41	26	35	55	26	85	7	7	0	8	6
OG1RFRS08555	5	2	5	5	5	5	0	5	1	18	1	5	5	5	5	1	1	5	5	1	1	5	5	5	1	5	5	2	2	1	5	5	2	1	5	5	1	6	5	5	5	2	1	5	5	5	1	5	5	5	5	1	5	5	5	2	5	5	8	5	6	5	5	5	1	1	5	5	5
OG1RFRS08560	37	13	11	21	93	21	9	7	2	58	2	40	3	4	30	27	4	30	10	2	2	37	7	11	11	21	10	13	19	63	30	15	13	27	37	0	1	24	21	7	21	13	27	11	3	10	29	21	93	10	7	36	11	7	7	13	7	10	4	11	24	37	11	38	2	2	30	7	10
OG1RFRS08565	11	3	4	12	40	12	8	5	2	55	2	31	4	15	4	12	10	4	11	2	2	11	5	4	4	12	11	3	44	29	4	18	3	12	11	12	1	19	30	5	30	3	12	4	4	5	2	12	40	5	5	29	4	5	5	3	5	11	22	4	19	11	4	31	2	16	4	5	11
OG1RFRS08580	50	17	13	28	1	48	8	5	2	56	2	61	68	23	38	34	12	38	15	2	2	50	5	13	20	28	42	64	56	104	38	27	17	34	50	0	1	30	52	5	52	17	34	13	10	9	2	28	1	9	5	99	13	5	5	0	5	15	35	13	30	50	13	72	2	2	38	5	14
OG1RFRS08585	1	4	1	1	1	1	1	1	1	2	1	1	1	1	10	9	1	10	1	1	1	1	1	1	6	1	1	4	1	5	10	1	4	9	1	1	1	4	1	1	1	4	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	10	1	5
OG1RFRS08590	48	18	11	17	179	45	10	8	2	23	2	61	12	23	37	34	13	37	50	2	72	48	8	42	21	17	0	18	11	117	37	11	57	34	48	0	1	30	45	8	45	57	34	11	12	11	2	17	179	11	8	112	85	8	8	70	8	50	35	11	30	48	11	2	2	2	37	8	15
OG1RFRS08595	48	18	10	17	50	43	9	7	2	0	2	10	11	85	37	94	13	37	16	2	2	48	7	161	21	17	0	18	27	1	37	27	18	33	48	60	1	30	11	7	11	18	33	10	11	10	2	17	50	10	7	89	11	7	7	65	7	16	34	10	30	48	10	2	2	2	37	7	15
OG1RFRS08600	33	12	4	11	1	28	6	4	1	63	1	38	7	1	26	23	9	26	1	1	1	33	4	29	14	11	32	12	19	65	26	19	12	23	33	19	1	20	28	4	28	12	23	4	7	4	1	11	1	4	4	15	48	4	4	13	4	1	25	4	20	33	4	1	1	1	26	4	10
OG1RFRS08610	39	15	19	0	134	14	7	7	2	77	2	44	35	7	16	29	11	16	2	2	2	39	7	5	14	0	1	47	24	84	16	24	15	29	39	0	1	26	14	7	14	15	29	19	35	9	2	14	134	9	7	11	2	7	7	54	7	2	30	19	26	39	19	2	2	2	16	7	19
OG1RFRS08615	10	18	14	31	220	54	8	8	42	122	42	26	76	241	45	39	13	45	16	42	2	10	8	85	52	31	0	18	30	138	45	30	18	39	10	0	1	35	45	8	45	18	39	14	11	10	42	31	0	10	8	56	2	8	8	86	8	16	40	14	35	10	14	88	42	42	45	8	136
OG1RFRS08620	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	9
OG1RFRS08625	10	18	14	17	174	43	8	8	7	104	7	54	11	7	33	31	13	33	16	7	2	10	8	39	20	17	0	18	25	113	33	25	18	31	10	29	1	27	43	8	43	18	31	14	11	10	7	17	174	10	8	44	79	8	8	86	8	16	32	14	27	10	14	2	7	7	33	264	111
OG1RFRS08630	9	15	10	10	13	33	5	5	7	76	7	41	10	143	28	25	12	28	14	7	2	9	5	13	17	10	1	15	67	81	28	21	15	25	9	23	1	22	32	5	32	15	25	10	10	9	7	10	13	9	5	21	63	5	5	66	5	14	26	10	22	9	10	2	7	7	28	5	16
OG1RFRS08635	2	16	14	5	5	27	5	5	7	85	7	46	10	7	96	29	13	31	15	7	2	2	5	5	18	5	0	16	72	66	31	24	16	29	0	27	1	26	27	5	27	16	29	14	10	12	7	5	5	12	5	24	64	5	5	55	5	15	30	60	26	2	14	2	7	22	31	5	81
OG1RFRS08655	57	52	15	17	259	50	9	7	2	116	2	66	11	20	42	35	14	42	16	2	2	0	7	221	21	17	0	18	96	123	42	30	52	35	57	33	1	31	50	7	50	52	35	15	11	10	2	17	204	10	7	56	2	7	7	80	7	16	37	15	31	57	15	2	2	2	42	7	5
OG1RFRS08660	4	5	1	1	1	1	1	4	1	1	1	5	2	1	1	3	5	1	1	1	1	4	4	1	2	1	1	5	1	6	1	3	5	3	4	1	1	8	1	4	1	5	3	1	2	1	1	1	1	1	4	1	1	4	4	1	4	1	5	10	8	4	1	1	1	1	1	4	1
OG1RFRS08665	5	16	12	15	90	45	0	5	2	94	2	53	9	14	36	32	11	36	14	2	2	5	5	171	18	15	0	16	79	40	36	25	16	32	5	0	1	28	45	5	45	16	32	12	9	1	2	15	90	1	5	46	72	5	5	172	5	14	34	12	28	5	12	2	2	2	36	5	83
OG1RFRS08675	22	3	9	5	27	26	5	5	2	28	2	5	5	5	23	21	8	23	5	2	2	22	5	27	13	5	0	3	4	25	23	5	3	21	22	12	1	18	26	5	26	3	21	9	5	1	2	5	27	1	5	4	10	5	5	3	5	5	22	9	18	22	9	2	2	2	23	5	38
OG1RFRS08680	43	16	12	15	31	40	9	5	7	91	7	51	10	21	33	31	11	33	14	7	2	43	5	37	19	15	0	16	104	96	33	1	16	31	43	143	1	28	40	5	40	16	31	12	10	1	7	15	31	1	5	42	75	5	5	65	5	14	32	12	28	43	12	2	7	7	33	5	76
OG1RFRS08685	60	42	15	116	212	57	9	7	32	121	32	72	11	227	47	40	14	47	17	32	2	60	7	84	23	116	0	42	103	51	47	33	42	40	60	0	1	36	55	7	55	42	40	15	11	13	32	19	212	13	7	290	16	7	7	85	7	17	43	15	36	60	15	2	32	32	47	310	108
OG1RFRS08690	8	3	10	16	12	1	8	74	2	58	2	2	1	8	26	12	9	26	12	2	2	8	5	12	15	16	34	3	45	63	26	69	3	12	8	5	1	74	1	5	1	3	12	10	1	8	2	1	12	8	5	23	11	74	5	3	74	12	23	10	74	8	10	39	2	2	26	5	6
OG1RFRS08695	0	37	14	29	57	52	9	32	7	115	7	7	11	111	41	35	13	41	16	7	76	54	5	46	21	29	0	37	133	45	41	10	37	35	54	20	1	32	52	5	52	37	35	14	11	49	7	17	57	10	5	53	0	32	5	3	32	16	38	80	32	54	134	75	7	7	0	5	99
OG1RFRS08700	36	22	8	22	8	14	7	15	2	40	2	43	8	5	27	25	10	27	12	2	2	36	5	30	16	22	30	22	55	66	27	73	22	25	36	15	1	75	32	5	32	22	25	8	8	33	2	13	8	8	5	35	8	15	5	33	15	12	26	8	75	36	65	31	2	2	27	5	60
OG1RFRS08705	49	34	13	24	90	47	8	5	0	87	6	2	10	19	37	43	12	37	14	6	2	49	5	151	1	24	0	34	74	41	37	25	34	43	49	40	1	29	44	5	44	34	32	13	10	45	6	15	90	9	5	88	63	5	5	50	5	14	35	13	29	49	1	52	6	6	37	5	79
OG1RFRS08715	0	21	13	21	2	17	9	24	2	10	2	5	2	20	28	38	12	28	29	2	2	2	5	18	18	21	31	21	55	24	28	22	17	38	2	0	1	24	39	5	39	17	21	13	2	34	2	15	2	10	5	36	2	24	5	34	24	29	27	13	24	2	71	2	2	2	28	5	6
OG1RFRS08720	63	41	16	494	343	60	10	36	8	163	8	84	99	383	46	74	164	46	89	8	2	0	368	77	24	494	0	41	138	182	46	196	78	74	63	0	1	36	71	6	71	78	41	16	12	58	8	33	343	14	6	497	123	36	6	58	36	89	42	16	36	63	180	76	8	8	0	533	0
OG1RFRS08730	48	32	3	27	152	3	9	9	2	0	2	5	10	23	37	88	12	37	58	2	67	48	7	49	20	27	0	32	76	42	37	1	55	45	48	19	1	9	19	7	19	55	32	3	10	17	2	15	152	1	7	89	3	9	7	17	9	58	34	3	9	48	93	53	2	2	37	7	0
OG1RFRS08735	1	5	1	3	1	15	2	2	1	1	1	3	6	3	1	3	1	1	5	1	21	1	3	1	1	3	0	5	2	14	1	3	9	3	1	11	1	0	1	3	1	9	5	1	6	2	1	3	1	3	3	9	1	2	3	2	2	5	13	1	2	1	34	17	1	1	1	3	16
OG1RFRS08740	3	21	1	38	2	1	10	10	7	104	7	63	12	24	0	48	13	0	66	7	2	3	8	53	20	38	0	21	93	89	0	36	15	48	3	0	1	10	53	8	53	15	21	1	126	50	7	30	2	11	8	52	1	10	8	207	10	66	37	1	10	3	111	78	7	7	0	8	56
OG1RFRS08745	44	22	1	27	2	1	9	9	2	28	2	10	11	24	9	41	13	9	53	2	2	44	7	30	21	27	138	22	84	79	9	28	49	41	44	7	1	9	30	7	30	49	22	1	11	40	2	17	2	10	7	43	76	9	7	66	9	53	2	1	9	44	100	2	2	2	9	7	0
OG1RFRS08750	3	20	1	0	124	1	8	8	2	27	2	9	10	5	8	43	12	8	52	2	2	3	7	45	19	0	0	20	27	71	8	27	47	43	3	0	1	8	29	7	29	47	20	1	10	30	34	15	124	9	7	194	9	8	7	30	8	52	32	1	8	3	96	2	2	2	8	7	13
OG1RFRS08820	18	21	25	28	213	52	9	9	7	118	7	62	11	23	40	57	13	40	66	7	7	18	6	55	48	28	0	21	101	133	9	22	82	57	18	0	1	9	55	6	55	82	21	25	11	50	7	3	213	10	6	280	92	9	6	24	9	66	35	25	9	18	129	7	7	7	163	6	130
OG1RFRS08825	20	39	56	30	223	1	10	10	7	125	7	71	12	25	43	61	14	43	74	7	7	20	8	53	22	30	0	39	104	135	43	24	66	61	20	36	1	10	64	8	64	66	38	56	12	54	7	17	223	11	8	57	95	10	8	54	10	74	40	88	10	20	132	7	7	7	43	8	133
OG1RFRS08830	13	122	1	28	236	1	0	7	2	0	2	68	9	30	45	37	11	45	105	2	2	13	4	58	19	28	0	15	96	143	45	38	63	37	0	0	1	7	53	4	53	63	37	1	9	47	2	14	236	8	4	325	130	7	4	47	7	105	39	1	7	13	142	2	2	2	0	4	108
OG1RFRS08835	67	45	65	150	388	1	10	10	7	155	7	84	12	26	55	42	15	55	88	7	7	67	8	335	23	150	0	45	129	167	55	44	79	77	67	0	1	10	72	8	72	79	42	65	12	62	7	18	388	11	8	414	115	10	8	337	10	88	46	108	10	67	164	413	7	7	55	8	165
OG1RFRS08845	2	8	1	16	87	1	7	7	2	57	2	4	8	13	23	8	6	23	30	2	2	2	4	26	6	16	46	8	43	46	23	8	8	8	2	4	1	7	26	4	26	8	8	1	8	16	2	11	87	5	4	46	5	7	4	97	7	30	1	1	7	2	61	2	2	2	23	4	4
OG1RFRS08850	1	9	1	12	2	1	4	4	1	3	1	1	6	1	1	2	3	1	13	1	1	1	1	1	3	12	8	9	3	5	1	6	9	2	1	5	1	4	1	1	1	9	2	1	6	5	1	8	2	5	1	31	5	4	5	11	4	13	12	1	4	1	5	1	1	1	1	5	1
OG1RFRS08860	16	14	1	21	111	1	7	7	2	72	2	42	9	19	9	9	6	9	43	2	2	16	5	34	17	21	0	14	2	55	9	18	14	9	16	0	1	7	34	5	34	14	9	1	9	30	2	13	111	8	5	35	8	7	5	120	7	43	26	1	7	16	8	2	2	2	9	5	14
OG1RFRS08865	16	14	1	21	117	1	7	7	2	0	2	32	8	19	28	24	0	28	80	2	53	81	5	12	17	21	11	14	60	25	28	18	14	42	16	13	1	7	12	5	12	14	24	1	8	30	2	13	117	1	5	38	1	7	5	21	7	80	25	0	7	16	74	2	2	2	28	5	64
OG1RFRS08870	17	15	1	23	117	1	8	8	2	7	2	47	10	78	33	26	7	33	50	2	2	17	5	13	19	23	0	15	65	30	33	29	15	26	17	0	1	8	13	5	13	15	26	1	10	39	2	14	117	9	5	81	9	8	5	23	8	50	30	1	8	17	83	2	2	2	33	5	74
OG1RFRS08875	32	12	1	114	48	1	8	8	6	59	6	1	1	1	27	1	7	27	6	6	2	32	5	10	14	114	21	12	7	51	27	1	12	1	32	23	1	8	10	5	10	12	1	1	1	31	6	21	48	1	109	1	1	8	5	44	8	6	25	1	8	32	1	2	6	6	27	5	0
OG1RFRS08880	35	15	11	25	59	11	8	8	1	75	1	11	6	20	30	6	7	30	13	1	6	86	5	13	18	25	7	15	61	52	30	11	15	6	35	14	1	8	13	5	13	15	6	11	6	32	1	14	59	9	5	34	9	8	5	6	8	13	2	11	8	35	11	148	1	1	30	5	6
OG1RFRS08885	34	14	11	21	58	11	8	8	6	60	6	11	1	128	26	1	7	26	13	6	1	34	5	11	1	21	0	14	60	64	26	22	14	1	34	3	1	8	32	5	32	14	1	11	1	27	6	3	0	9	5	3	9	8	5	127	8	13	2	11	8	34	11	160	6	6	26	5	1
OG1RFRS08890	30	14	12	22	4	12	9	9	7	72	7	5	10	19	24	27	8	24	14	7	4	30	5	12	33	22	0	14	8	59	24	5	14	27	30	0	1	9	12	5	12	14	27	12	10	29	7	23	4	5	5	35	5	9	5	38	9	14	2	12	9	30	12	4	7	7	24	5	24
OG1RFRS08895	14	15	13	26	49	13	9	9	7	75	7	50	11	21	27	31	8	27	15	7	49	14	5	38	19	26	0	15	8	65	27	10	15	31	14	29	1	9	38	5	38	15	31	13	11	34	7	32	49	10	5	40	10	9	5	44	9	15	2	13	9	14	38	49	7	7	27	5	97
OG1RFRS08900	4	15	12	24	52	12	8	8	4	68	4	20	10	20	20	15	7	20	13	4	4	4	5	12	18	24	0	15	60	71	20	9	15	15	4	26	1	8	12	5	12	15	15	12	10	29	4	14	52	9	5	35	9	8	5	23	8	13	2	12	8	4	12	4	4	4	20	5	0
OG1RFRS08910	37	14	13	22	11	13	9	9	7	70	7	42	11	23	29	27	8	29	11	7	4	37	5	34	17	22	0	14	10	77	29	10	14	27	37	13	1	9	34	5	34	14	27	13	11	15	7	13	11	10	5	36	0	9	5	24	9	11	2	13	9	37	10	4	7	7	0	5	23
OG1RFRS08915	2	2	2	2	1	2	4	4	2	8	2	2	2	2	12	2	3	12	6	2	2	2	2	2	4	2	12	2	2	2	12	2	2	2	2	2	1	4	2	2	2	2	2	2	2	9	2	2	1	2	2	2	2	4	2	2	4	6	11	2	0	2	2	2	2	2	12	2	2
OG1RFRS08920	10	6	6	8	27	6	8	8	7	15	7	29	10	83	10	6	13	10	3	7	4	10	6	16	8	8	50	6	9	50	10	9	6	6	10	6	1	8	16	6	16	6	6	6	10	21	7	10	27	9	6	48	9	8	6	10	8	3	2	6	8	10	9	4	7	7	10	6	6
OG1RFRS08925	3	11	6	6	1	6	3	3	3	46	3	4	6	2	18	11	7	18	2	3	3	3	6	15	2	6	49	11	6	49	18	6	11	11	3	2	1	3	15	6	15	11	11	6	6	20	3	17	1	6	6	11	0	3	6	30	3	2	2	6	3	3	17	3	3	3	18	6	39
OG1RFRS08930	44	15	10	25	1	42	0	9	0	107	4	52	10	21	32	30	8	32	13	4	68	44	7	39	18	25	0	55	123	112	32	124	15	48	44	28	1	9	39	7	39	15	30	10	10	40	4	14	1	10	7	253	7	9	7	46	9	13	2	7	9	44	26	4	4	4	32	7	96
OG1RFRS08940	8	12	5	13	5	5	8	8	4	62	4	36	5	8	24	22	7	24	5	4	4	8	5	28	15	13	0	12	9	66	24	9	12	22	8	0	1	8	28	5	28	12	22	5	5	29	4	11	5	9	5	2	53	8	5	43	8	5	23	5	8	8	5	4	4	4	24	5	6
OG1RFRS08945	36	15	7	25	10	7	9	9	4	70	4	41	10	21	21	27	8	21	5	4	4	36	7	7	19	25	0	15	7	76	21	7	15	27	36	0	1	9	7	7	7	15	27	7	10	34	4	14	10	7	7	71	7	9	7	48	9	5	29	7	9	36	7	4	4	4	21	7	6
OG1RFRS08950	7	15	12	24	157	12	9	9	4	89	4	49	10	87	30	2	8	30	5	4	59	7	7	42	18	24	0	15	4	96	30	4	15	2	7	4	1	9	42	7	42	15	2	12	10	39	4	14	157	4	7	17	12	9	7	58	9	5	29	12	9	7	95	4	4	4	30	7	6
OG1RFRS08955	1	1	1	1	4	5	5	5	3	22	3	5	1	5	11	1	1	11	4	3	3	1	1	3	6	1	1	1	3	1	11	12	1	1	1	3	1	5	3	1	3	1	1	1	1	1	3	5	4	3	1	23	5	5	1	1	5	4	10	5	5	1	24	3	3	3	11	1	0
OG1RFRS08960	7	13	7	18	141	11	9	9	4	16	4	36	7	11	11	21	8	11	5	4	4	7	7	13	15	18	7	13	4	69	11	4	13	21	7	4	1	9	13	7	13	13	21	7	7	27	4	12	5	4	7	29	11	9	7	43	9	5	21	11	9	7	13	4	4	4	11	7	6
OG1RFRS08965	1	7	1	8	1	1	1	1	1	17	1	1	35	1	19	8	4	19	1	1	1	1	1	23	1	8	1	7	1	52	19	13	7	8	1	1	1	1	23	1	23	7	8	1	1	8	1	6	1	1	1	24	1	1	1	8	1	1	8	1	1	1	23	1	1	1	19	1	1
OG1RFRS08970	7	15	7	16	13	7	9	9	4	91	4	51	11	60	32	26	8	32	13	4	4	7	7	38	17	16	7	15	106	97	52	10	15	26	7	4	1	9	38	7	38	15	26	7	11	16	4	14	13	10	7	92	7	9	7	171	9	13	28	7	9	7	96	4	4	4	32	7	6
OG1RFRS08975	8	17	8	24	171	8	10	10	7	98	7	57	11	10	10	32	9	10	15	7	36	8	8	43	18	24	8	17	8	106	10	25	17	32	8	30	1	10	43	8	43	17	32	8	11	44	7	16	171	8	219	232	8	10	8	3	10	15	33	8	10	8	105	71	7	7	10	8	6
OG1RFRS08980	1	10	1	17	1	1	1	1	6	9	6	1	1	1	1	3	9	1	1	6	5	1	1	23	11	17	1	10	1	1	1	1	10	3	1	1	1	1	2	1	2	10	3	1	1	17	6	2	1	1	1	22	1	1	1	3	1	1	3	1	1	1	1	5	6	6	1	1	5
OG1RFRS08985	1	13	1	61	104	1	8	8	5	62	5	5	9	1	1	22	7	1	1	5	24	1	6	30	14	61	1	13	1	48	1	1	13	22	1	9	1	8	31	6	31	13	22	1	9	3	5	12	104	1	6	28	1	8	6	18	8	1	22	1	8	1	1	24	5	5	1	6	5
OG1RFRS08995	19	17	11	29	239	49	10	10	27	0	27	62	12	22	41	36	9	41	15	27	39	152	8	52	20	29	19	17	103	97	151	11	17	36	19	34	1	10	46	8	46	17	36	11	12	47	27	16	239	11	8	50	11	10	8	80	10	15	38	11	10	19	134	39	27	27	41	8	0
